Hobbies,Skills,Interest,University,Dedication_Hours_Per_Week,Sports/Clubs,Choice_of_Selection,Course_Fee,Learning_Environment,Assessment,Desired_Industries,Predicted Degree
Art,Leadership,Arts,Sri Lanka Institute of Information Technology,10 - 20 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Reports,Business Analytics,Arts
Sports,Programming,Arts,ICBT Campus,Over 30 hours,No,Success Rates,"Less than Rs 1,000,000/=",Hands-on Projects,Reports,Business Management,Science
Reading,Problem Solving,Science,Esoft Metro Campus,Under 10 hours,Yes,Teaching Style,"Less than Rs 1,000,000/=",Hands-on Projects,Exams,Art,Arts
Art,Programming,Technology,Informatics Institute of Technology,20 - 30 hours,No,Extra Curricular Activities,"Less than Rs 1,000,000/=",Discussion Groups,Reports,Healthcare,Arts
Music,Programming,Engineering,Informatics Institute of Technology,Over 30 hours,No,Internship,"Less than Rs 1,000,000/=",Discussion Groups,Presentations,Art,Arts
Sports,Problem Solving,Science,ICBT Campus,20 - 30 hours,Yes,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Exams,Business Information Systems,Science
Reading,Problem Solving,Science,Sri Lanka Institute of Information Technology,10 - 20 hours,No,Extra Curricular Activities,"Less than Rs 1,000,000/=",Discussion Groups,Presentations,Business Management,Arts
Travel,Problem Solving,Technology,Esoft Metro Campus,Under 10 hours,Yes,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Exams,Software Engineering,Arts
Art,Programming,Technology,Sri Lanka Institute of Information Technology,20 - 30 hours,No,Extra Curricular Activities,"Less than Rs 1,000,000/=",Discussion Groups,Reports,Art,Arts
Sports,Programming,Arts,Informatics Institute of Technology,10 - 20 hours,No,Success Rates,"Less than Rs 1,000,000/=",Hands-on Projects,Presentations,Computer Science,Science
Sports,Problem Solving,Technology,Sri Lanka Institute of Information Technology,Under 10 hours,No,Extra Curricular Activities,"Less than Rs 1,000,000/=",Discussion Groups,Reports,Computer Science,Science
Music,Leadership,Arts,Informatics Institute of Technology,20 - 30 hours,Yes,Internship,"Less than Rs 1,000,000/=",Discussion Groups,Reports,AI & Data Science,Arts
Music,Leadership,Science,Sri Lanka Institute of Information Technology,20 - 30 hours,No,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Exams,Business Information Systems,Arts
Travel,Communication,Business,ICBT Campus,10 - 20 hours,Yes,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Presentations,Cyber Security,Arts
Travel,Problem Solving,Engineering,Asia Pacific Institute of Information Technology,Under 10 hours,No,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Reports,Software Engineering,Arts
Reading,Communication,Science,ICBT Campus,Under 10 hours,Yes,Success Rates,"More than Rs 3,000,000/=",Discussion Groups,Exams,Art,Arts
Reading,Leadership,Technology,ICBT Campus,20 - 30 hours,Yes,Extra Curricular Activities,"Less than Rs 1,000,000/=",Discussion Groups,Exams,Law,Arts
Travel,Communication,Engineering,Asia Pacific Institute of Information Technology,20 - 30 hours,Yes,Internship,"Less than Rs 1,000,000/=",Large Lectures,Exams,Network Security,Arts
Travel,Problem Solving,Business,Asia Pacific Institute of Information Technology,20 - 30 hours,No,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Reports,Network Security,Arts
Art,Problem Solving,Business,Esoft Metro Campus,Under 10 hours,Yes,Success Rates,"More than Rs 3,000,000/=",Online Lectures,Exams,Cyber Security,Arts
Music,Problem Solving,Arts,Esoft Metro Campus,10 - 20 hours,No,Success Rates,"Less than Rs 1,000,000/=",Hands-on Projects,Presentations,Business Analytics,Arts
Reading,Programming,Engineering,ICBT Campus,10 - 20 hours,Yes,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Presentations,Law,Arts
Music,Communication,Arts,ICBT Campus,Under 10 hours,Yes,Internship,"Less than Rs 1,000,000/=",Discussion Groups,Reports,Network Security,Arts
Music,Leadership,Science,Informatics Institute of Technology,Over 30 hours,Yes,Teaching Style,"Less than Rs 1,000,000/=",Discussion Groups,Presentations,Cyber Security,Arts
Travel,Leadership,Engineering,Informatics Institute of Technology,10 - 20 hours,Yes,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Exams,Network Security,Arts
Art,Leadership,Science,Esoft Metro Campus,20 - 30 hours,No,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Reports,Business Information Systems,Arts
Sports,Programming,Arts,Esoft Metro Campus,Over 30 hours,Yes,Extra Curricular Activities,"Less than Rs 1,000,000/=",Hands-on Projects,Exams,AI & Data Science,Science
Art,Programming,Engineering,Informatics Institute of Technology,Over 30 hours,Yes,Teaching Style,"Less than Rs 1,000,000/=",Large Lectures,Reports,Business Analytics,Arts
Art,Problem Solving,Arts,Informatics Institute of Technology,10 - 20 hours,No,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Reports,Business Information Systems,Arts
Music,Leadership,Engineering,Sri Lanka Institute of Information Technology,Over 30 hours,Yes,Success Rates,"Less than Rs 1,000,000/=",Large Lectures,Exams,Law,Arts
Art,Programming,Arts,Sri Lanka Institute of Information Technology,Over 30 hours,Yes,Extra Curricular Activities,"Less than Rs 1,000,000/=",Online Lectures,Presentations,Cyber Security,Arts
Reading,Problem Solving,Business,Informatics Institute of Technology,10 - 20 hours,Yes,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Presentations,Software Engineering,Arts
Music,Leadership,Arts,Sri Lanka Institute of Information Technology,10 - 20 hours,Yes,Teaching Style,"Less than Rs 1,000,000/=",Hands-on Projects,Reports,Law,Arts
Reading,Communication,Business,Asia Pacific Institute of Information Technology,Over 30 hours,No,Teaching Style,"Less than Rs 1,000,000/=",Large Lectures,Exams,Law,Arts
Sports,Problem Solving,Arts,Esoft Metro Campus,20 - 30 hours,No,Extra Curricular Activities,"More than Rs 3,000,000/=",Online Lectures,Exams,Business Management,Science
Music,Programming,Engineering,Esoft Metro Campus,Under 10 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Reports,Software Engineering,Arts
Sports,Programming,Engineering,Informatics Institute of Technology,Over 30 hours,No,Internship,"More than Rs 3,000,000/=",Online Lectures,Presentations,Computer Science,Science
Music,Problem Solving,Engineering,ICBT Campus,Over 30 hours,No,Success Rates,"More than Rs 3,000,000/=",Discussion Groups,Exams,Business Management,Arts
Travel,Problem Solving,Technology,Informatics Institute of Technology,20 - 30 hours,Yes,Extra Curricular Activities,"More than Rs 3,000,000/=",Hands-on Projects,Presentations,Cyber Security,Arts
Art,Programming,Science,Sri Lanka Institute of Information Technology,Over 30 hours,No,Extra Curricular Activities,"Less than Rs 1,000,000/=",Online Lectures,Presentations,Computer Science,Arts
Travel,Communication,Engineering,ICBT Campus,Over 30 hours,Yes,Internship,"Less than Rs 1,000,000/=",Large Lectures,Reports,Network Security,Arts
Sports,Leadership,Business,Sri Lanka Institute of Information Technology,Under 10 hours,No,Extra Curricular Activities,"More than Rs 3,000,000/=",Online Lectures,Reports,Network Security,Science
Art,Communication,Engineering,Asia Pacific Institute of Information Technology,Under 10 hours,No,Teaching Style,"More than Rs 3,000,000/=",Discussion Groups,Presentations,Law,Arts
Music,Problem Solving,Technology,Sri Lanka Institute of Information Technology,Under 10 hours,No,Teaching Style,"More than Rs 3,000,000/=",Hands-on Projects,Exams,Business Management,Arts
Art,Communication,Business,Asia Pacific Institute of Information Technology,10 - 20 hours,Yes,Teaching Style,"Less than Rs 1,000,000/=",Large Lectures,Exams,Art,Arts
Reading,Programming,Technology,Asia Pacific Institute of Information Technology,10 - 20 hours,No,Teaching Style,"More than Rs 3,000,000/=",Online Lectures,Reports,Software Engineering,Arts
Art,Problem Solving,Business,Sri Lanka Institute of Information Technology,Under 10 hours,Yes,Teaching Style,"More than Rs 3,000,000/=",Discussion Groups,Presentations,Computer Science,Arts
Reading,Leadership,Arts,Sri Lanka Institute of Information Technology,Under 10 hours,Yes,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Exams,Software Engineering,Arts
Art,Programming,Science,Asia Pacific Institute of Information Technology,10 - 20 hours,No,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Exams,Business Management,Arts
Reading,Programming,Science,ICBT Campus,20 - 30 hours,Yes,Internship,"Less than Rs 1,000,000/=",Large Lectures,Reports,Law,Arts
Sports,Leadership,Technology,Asia Pacific Institute of Information Technology,Over 30 hours,No,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Presentations,Business Information Systems,Science
Travel,Leadership,Science,Esoft Metro Campus,Over 30 hours,Yes,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Exams,Network Security,Arts
Music,Communication,Technology,Asia Pacific Institute of Information Technology,Under 10 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Reports,Computer Science,Arts
Art,Problem Solving,Technology,ICBT Campus,20 - 30 hours,No,Success Rates,"Less than Rs 1,000,000/=",Discussion Groups,Exams,Computer Science,Arts
Travel,Leadership,Technology,Esoft Metro Campus,10 - 20 hours,No,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Exams,Cyber Security,Arts
Music,Leadership,Science,Informatics Institute of Technology,Under 10 hours,No,Teaching Style,"Less than Rs 1,000,000/=",Online Lectures,Exams,Computer Science,Arts
Music,Problem Solving,Technology,Informatics Institute of Technology,20 - 30 hours,No,Internship,"More than Rs 3,000,000/=",Hands-on Projects,Reports,Business Management,Arts
Reading,Leadership,Science,ICBT Campus,20 - 30 hours,Yes,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Presentations,Healthcare,Arts
Sports,Leadership,Technology,Asia Pacific Institute of Information Technology,20 - 30 hours,Yes,Success Rates,"Less than Rs 1,000,000/=",Hands-on Projects,Reports,Computer Science,Science
Sports,Communication,Engineering,Sri Lanka Institute of Information Technology,10 - 20 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Presentations,Computer Science,Science
Travel,Programming,Technology,ICBT Campus,10 - 20 hours,No,Success Rates,"More than Rs 3,000,000/=",Large Lectures,Exams,Software Engineering,Arts
Sports,Programming,Business,Esoft Metro Campus,Over 30 hours,Yes,Teaching Style,"Less than Rs 1,000,000/=",Large Lectures,Presentations,Healthcare,Science
Art,Programming,Technology,Esoft Metro Campus,Over 30 hours,No,Success Rates,"Less than Rs 1,000,000/=",Online Lectures,Exams,Law,Arts
Sports,Programming,Arts,Informatics Institute of Technology,20 - 30 hours,Yes,Extra Curricular Activities,"Less than Rs 1,000,000/=",Online Lectures,Exams,AI & Data Science,Science
Travel,Leadership,Technology,Esoft Metro Campus,20 - 30 hours,No,Extra Curricular Activities,"More than Rs 3,000,000/=",Discussion Groups,Reports,Healthcare,Arts
Sports,Problem Solving,Business,ICBT Campus,10 - 20 hours,Yes,Success Rates,"More than Rs 3,000,000/=",Hands-on Projects,Exams,Computer Science,Science
Art,Problem Solving,Business,Esoft Metro Campus,Over 30 hours,Yes,Extra Curricular Activities,"More than Rs 3,000,000/=",Hands-on Projects,Reports,Art,Arts
Reading,Communication,Science,ICBT Campus,20 - 30 hours,No,Success Rates,"Less than Rs 1,000,000/=",Online Lectures,Presentations,Law,Arts
Travel,Communication,Engineering,Sri Lanka Institute of Information Technology,Over 30 hours,Yes,Success Rates,"More than Rs 3,000,000/=",Online Lectures,Presentations,Business Analytics,Arts
Reading,Leadership,Technology,Informatics Institute of Technology,Over 30 hours,No,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Exams,Cyber Security,Arts
Reading,Problem Solving,Science,Esoft Metro Campus,20 - 30 hours,Yes,Teaching Style,"More than Rs 3,000,000/=",Online Lectures,Reports,Healthcare,Arts
Reading,Problem Solving,Engineering,ICBT Campus,10 - 20 hours,Yes,Teaching Style,"Less than Rs 1,000,000/=",Large Lectures,Exams,Software Engineering,Arts
Music,Programming,Technology,Asia Pacific Institute of Information Technology,20 - 30 hours,No,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Reports,Cyber Security,Arts
Music,Leadership,Arts,Informatics Institute of Technology,20 - 30 hours,No,Internship,"More than Rs 3,000,000/=",Discussion Groups,Reports,Business Information Systems,Arts
Reading,Leadership,Technology,Sri Lanka Institute of Information Technology,Over 30 hours,Yes,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Reports,Computer Science,Arts
Travel,Programming,Business,ICBT Campus,20 - 30 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Presentations,Healthcare,Arts
Art,Leadership,Business,Sri Lanka Institute of Information Technology,10 - 20 hours,Yes,Success Rates,"Less than Rs 1,000,000/=",Hands-on Projects,Reports,Network Security,Arts
Art,Leadership,Arts,Sri Lanka Institute of Information Technology,20 - 30 hours,Yes,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Presentations,Art,Arts
Sports,Communication,Science,Esoft Metro Campus,10 - 20 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Reports,Software Engineering,Science
Travel,Problem Solving,Engineering,Esoft Metro Campus,10 - 20 hours,Yes,Internship,"Less than Rs 1,000,000/=",Online Lectures,Presentations,Cyber Security,Arts
Music,Leadership,Technology,ICBT Campus,Over 30 hours,No,Success Rates,"Less than Rs 1,000,000/=",Online Lectures,Presentations,Computer Science,Arts
Reading,Communication,Business,Asia Pacific Institute of Information Technology,Under 10 hours,No,Success Rates,"Less than Rs 1,000,000/=",Large Lectures,Presentations,Network Security,Arts
Sports,Problem Solving,Science,ICBT Campus,Under 10 hours,No,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Exams,Network Security,Science
Art,Programming,Arts,Asia Pacific Institute of Information Technology,Over 30 hours,Yes,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Reports,Business Information Systems,Arts
Music,Communication,Business,Sri Lanka Institute of Information Technology,20 - 30 hours,Yes,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Exams,Law,Arts
Music,Communication,Arts,Informatics Institute of Technology,Over 30 hours,Yes,Success Rates,"Less than Rs 1,000,000/=",Discussion Groups,Reports,Art,Arts
Reading,Problem Solving,Technology,ICBT Campus,10 - 20 hours,No,Teaching Style,"More than Rs 3,000,000/=",Large Lectures,Reports,AI & Data Science,Arts
Art,Programming,Engineering,ICBT Campus,Under 10 hours,No,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Exams,Art,Arts
Travel,Communication,Business,Asia Pacific Institute of Information Technology,Over 30 hours,Yes,Success Rates,"More than Rs 3,000,000/=",Online Lectures,Presentations,Business Information Systems,Arts
Music,Leadership,Business,Sri Lanka Institute of Information Technology,20 - 30 hours,Yes,Teaching Style,"Less than Rs 1,000,000/=",Discussion Groups,Reports,Business Management,Arts
Reading,Leadership,Technology,Sri Lanka Institute of Information Technology,Over 30 hours,No,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Presentations,Law,Arts
Travel,Leadership,Science,Asia Pacific Institute of Information Technology,Under 10 hours,No,Internship,"More than Rs 3,000,000/=",Online Lectures,Exams,Software Engineering,Arts
Art,Programming,Engineering,Sri Lanka Institute of Information Technology,Over 30 hours,No,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Presentations,Healthcare,Arts
Music,Communication,Business,Esoft Metro Campus,Over 30 hours,Yes,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Reports,Law,Arts
Travel,Leadership,Engineering,Informatics Institute of Technology,Under 10 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Reports,Business Information Systems,Arts
Travel,Programming,Business,ICBT Campus,10 - 20 hours,Yes,Internship,"More than Rs 3,000,000/=",Discussion Groups,Reports,Business Information Systems,Arts
Travel,Leadership,Engineering,Informatics Institute of Technology,10 - 20 hours,No,Success Rates,"Less than Rs 1,000,000/=",Hands-on Projects,Exams,Software Engineering,Arts
Music,Problem Solving,Arts,ICBT Campus,Under 10 hours,No,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Reports,Software Engineering,Arts
Music,Communication,Business,Esoft Metro Campus,Over 30 hours,Yes,Extra Curricular Activities,"Less than Rs 1,000,000/=",Hands-on Projects,Exams,Software Engineering,Arts
Sports,Communication,Engineering,Sri Lanka Institute of Information Technology,Under 10 hours,Yes,Success Rates,"Less than Rs 1,000,000/=",Hands-on Projects,Presentations,Law,Science
Art,Programming,Science,Asia Pacific Institute of Information Technology,10 - 20 hours,No,Success Rates,"More than Rs 3,000,000/=",Hands-on Projects,Reports,Computer Science,Arts
Reading,Programming,Arts,Esoft Metro Campus,20 - 30 hours,Yes,Teaching Style,"More than Rs 3,000,000/=",Online Lectures,Reports,Cyber Security,Arts
Travel,Communication,Arts,Informatics Institute of Technology,Over 30 hours,No,Teaching Style,"Less than Rs 1,000,000/=",Discussion Groups,Reports,Business Analytics,Arts
Sports,Leadership,Science,Asia Pacific Institute of Information Technology,10 - 20 hours,No,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Presentations,Software Engineering,Science
Reading,Leadership,Engineering,Sri Lanka Institute of Information Technology,Over 30 hours,Yes,Success Rates,"More than Rs 3,000,000/=",Online Lectures,Reports,Cyber Security,Arts
Sports,Problem Solving,Technology,Esoft Metro Campus,Under 10 hours,No,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Exams,Business Analytics,Science
Music,Leadership,Science,Asia Pacific Institute of Information Technology,20 - 30 hours,Yes,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Presentations,Law,Arts
Travel,Programming,Engineering,Esoft Metro Campus,Under 10 hours,No,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Presentations,Cyber Security,Arts
Reading,Programming,Science,Esoft Metro Campus,20 - 30 hours,No,Internship,"Less than Rs 1,000,000/=",Hands-on Projects,Presentations,Software Engineering,Arts
Reading,Leadership,Science,Sri Lanka Institute of Information Technology,Over 30 hours,Yes,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Presentations,AI & Data Science,Arts
Reading,Programming,Business,ICBT Campus,Over 30 hours,No,Teaching Style,"Less than Rs 1,000,000/=",Large Lectures,Presentations,Business Information Systems,Arts
Reading,Communication,Engineering,Asia Pacific Institute of Information Technology,Under 10 hours,Yes,Success Rates,"Less than Rs 1,000,000/=",Large Lectures,Exams,Healthcare,Arts
Reading,Communication,Technology,Sri Lanka Institute of Information Technology,20 - 30 hours,Yes,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Presentations,Healthcare,Arts
Sports,Leadership,Business,Esoft Metro Campus,20 - 30 hours,No,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Reports,Cyber Security,Science
Travel,Communication,Science,Sri Lanka Institute of Information Technology,Over 30 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Presentations,Healthcare,Arts
Music,Communication,Science,ICBT Campus,Under 10 hours,Yes,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Presentations,Network Security,Arts
Music,Problem Solving,Science,Asia Pacific Institute of Information Technology,20 - 30 hours,Yes,Teaching Style,"Less than Rs 1,000,000/=",Online Lectures,Presentations,Network Security,Arts
Music,Problem Solving,Engineering,ICBT Campus,Over 30 hours,Yes,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Presentations,Cyber Security,Arts
Music,Communication,Engineering,Informatics Institute of Technology,10 - 20 hours,Yes,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Presentations,Software Engineering,Arts
Sports,Leadership,Business,Asia Pacific Institute of Information Technology,Under 10 hours,Yes,Success Rates,"Less than Rs 1,000,000/=",Large Lectures,Exams,Art,Science
Art,Problem Solving,Technology,ICBT Campus,10 - 20 hours,No,Success Rates,"More than Rs 3,000,000/=",Online Lectures,Exams,Software Engineering,Arts
Travel,Programming,Business,Esoft Metro Campus,Under 10 hours,Yes,Teaching Style,"More than Rs 3,000,000/=",Discussion Groups,Presentations,Law,Arts
Reading,Programming,Arts,Asia Pacific Institute of Information Technology,Over 30 hours,No,Teaching Style,"Less than Rs 1,000,000/=",Online Lectures,Exams,Software Engineering,Arts
Art,Programming,Science,Asia Pacific Institute of Information Technology,20 - 30 hours,No,Teaching Style,"More than Rs 3,000,000/=",Online Lectures,Reports,Law,Arts
Music,Leadership,Science,Sri Lanka Institute of Information Technology,20 - 30 hours,Yes,Success Rates,"Less than Rs 1,000,000/=",Large Lectures,Presentations,Art,Arts
Art,Communication,Science,Esoft Metro Campus,20 - 30 hours,No,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Reports,AI & Data Science,Arts
Travel,Programming,Business,Informatics Institute of Technology,Under 10 hours,No,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Reports,Law,Arts
Reading,Leadership,Business,ICBT Campus,Over 30 hours,Yes,Internship,"More than Rs 3,000,000/=",Online Lectures,Presentations,Business Management,Arts
Reading,Problem Solving,Science,Sri Lanka Institute of Information Technology,10 - 20 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Reports,Network Security,Arts
Travel,Communication,Business,ICBT Campus,Over 30 hours,Yes,Internship,"More than Rs 3,000,000/=",Discussion Groups,Reports,Business Information Systems,Arts
Travel,Problem Solving,Engineering,Informatics Institute of Technology,10 - 20 hours,No,Extra Curricular Activities,"More than Rs 3,000,000/=",Hands-on Projects,Reports,Network Security,Arts
Music,Leadership,Engineering,Informatics Institute of Technology,Under 10 hours,No,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Presentations,Law,Arts
Reading,Programming,Business,Asia Pacific Institute of Information Technology,Under 10 hours,Yes,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Presentations,Business Management,Arts
Art,Programming,Science,Informatics Institute of Technology,10 - 20 hours,Yes,Success Rates,"More than Rs 3,000,000/=",Large Lectures,Reports,Computer Science,Arts
Sports,Leadership,Business,ICBT Campus,10 - 20 hours,No,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Presentations,AI & Data Science,Science
Sports,Programming,Business,Esoft Metro Campus,10 - 20 hours,No,Extra Curricular Activities,"Less than Rs 1,000,000/=",Discussion Groups,Presentations,AI & Data Science,Science
Travel,Communication,Business,Esoft Metro Campus,Over 30 hours,No,Teaching Style,"Rs 1,000,000 - Rs 3,000,000/=",Discussion Groups,Reports,Computer Science,Arts
Music,Leadership,Arts,Asia Pacific Institute of Information Technology,10 - 20 hours,No,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Presentations,Business Information Systems,Arts
Sports,Problem Solving,Engineering,ICBT Campus,Under 10 hours,Yes,Extra Curricular Activities,"Less than Rs 1,000,000/=",Discussion Groups,Exams,Healthcare,Science
Reading,Leadership,Technology,ICBT Campus,Under 10 hours,No,Internship,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Presentations,Art,Arts
Travel,Communication,Technology,Informatics Institute of Technology,20 - 30 hours,No,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Online Lectures,Exams,Business Analytics,Arts
Art,Communication,Arts,ICBT Campus,10 - 20 hours,No,Internship,"More than Rs 3,000,000/=",Hands-on Projects,Reports,Healthcare,Arts
Travel,Leadership,Business,Sri Lanka Institute of Information Technology,Over 30 hours,No,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Presentations,Business Management,Arts
Art,Leadership,Arts,Informatics Institute of Technology,Over 30 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Reports,Law,Arts
Travel,Programming,Arts,Sri Lanka Institute of Information Technology,Over 30 hours,Yes,Success Rates,"Less than Rs 1,000,000/=",Hands-on Projects,Reports,Business Analytics,Arts
Travel,Communication,Science,Asia Pacific Institute of Information Technology,20 - 30 hours,No,Extra Curricular Activities,"More than Rs 3,000,000/=",Large Lectures,Reports,Business Information Systems,Arts
Travel,Leadership,Engineering,Esoft Metro Campus,Under 10 hours,No,Teaching Style,"More than Rs 3,000,000/=",Discussion Groups,Reports,Art,Arts
Art,Leadership,Technology,Asia Pacific Institute of Information Technology,Over 30 hours,Yes,Success Rates,"More than Rs 3,000,000/=",Discussion Groups,Reports,AI & Data Science,Arts
Art,Communication,Business,Esoft Metro Campus,Under 10 hours,Yes,Success Rates,"Rs 1,000,000 - Rs 3,000,000/=",Large Lectures,Presentations,Law,Arts
Travel,Leadership,Technology,Asia Pacific Institute of Information Technology,20 - 30 hours,No,Internship,"More than Rs 3,000,000/=",Hands-on Projects,Exams,Law,Arts
Sports,Programming,Technology,ICBT Campus,10 - 20 hours,No,Teaching Style,"Less than Rs 1,000,000/=",Online Lectures,Presentations,Art,Science
Music,Communication,Engineering,Sri Lanka Institute of Information Technology,10 - 20 hours,Yes,Internship,"More than Rs 3,000,000/=",Online Lectures,Presentations,Network Security,Arts
Music,Programming,Technology,Esoft Metro Campus,10 - 20 hours,Yes,Internship,"Less than Rs 1,000,000/=",Large Lectures,Presentations,Business Management,Arts
Music,Programming,Technology,Informatics Institute of Technology,Over 30 hours,Yes,Teaching Style,"More than Rs 3,000,000/=",Discussion Groups,Presentations,Art,Arts
Art,Programming,Arts,Sri Lanka Institute of Information Technology,10 - 20 hours,Yes,Teaching Style,"More than Rs 3,000,000/=",Discussion Groups,Exams,Software Engineering,Arts
Art,Programming,Engineering,Informatics Institute of Technology,Over 30 hours,Yes,Extra Curricular Activities,"Less than Rs 1,000,000/=",Online Lectures,Presentations,Software Engineering,Arts
Sports,Communication,Science,Sri Lanka Institute of Information Technology,20 - 30 hours,Yes,Teaching Style,"More than Rs 3,000,000/=",Large Lectures,Reports,Art,Science
Music,Programming,Business,Sri Lanka Institute of Information Technology,20 - 30 hours,No,Success Rates,"More than Rs 3,000,000/=",Online Lectures,Presentations,AI & Data Science,Arts
Music,Programming,Technology,Asia Pacific Institute of Information Technology,Over 30 hours,Yes,Teaching Style,"More than Rs 3,000,000/=",Hands-on Projects,Presentations,Art,Arts
Travel,Leadership,Business,Esoft Metro Campus,Under 10 hours,Yes,Extra Curricular Activities,"Rs 1,000,000 - Rs 3,000,000/=",Hands-on Projects,Exams,Cyber Security,Arts
Art,Communication,Science,Esoft Metro Campus,10 - 20 hours,Yes,Extra Curricular Activities,"Less than Rs 1,000,000/=",Large Lectures,Exams,Business Information Systems,Arts
Music,Communication,Business,Sri Lanka Institute of Information Technology,10 - 20 hours,Yes,Extra Curricular Activities,"More than Rs 3,000,000/=",Large Lectures,Reports,Software Engineering,Arts
Sports,Problem Solving,Science,ICBT Campus,10 - 20 hours,No,Teaching Style,"Less than Rs 1,000,000/=",Hands-on Projects,Presentations,Business Analytics,Science
Sports,Communication,Arts,ICBT Campus,Over 30 hours,No,Teaching Style,"Less than Rs 1,000,000/=",Discussion Groups,Presentations,Healthcare,Science
Music,Communication,Technology,Informatics Institute of Technology,20 - 30 hours,Yes,Internship,"Less than Rs 1,000,000/=",Large Lectures,Presentations,Art,Arts
